timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1516734368155,646,HTTP Request,200,OK,Thread Group 1-25,text,true,,112271,117,100,100,491,0,105
1516734368209,602,HTTP Request,200,OK,Thread Group 1-29,text,true,,112271,117,100,100,446,0,102
1516734368189,634,HTTP Request,200,OK,Thread Group 1-28,text,true,,112273,117,100,100,469,0,105
1516734368139,694,HTTP Request,200,OK,Thread Group 1-34,text,true,,112273,117,100,100,526,0,109
1516734368213,624,HTTP Request,200,OK,Thread Group 1-17,text,true,,112272,117,100,100,455,0,110
1516734368159,681,HTTP Request,200,OK,Thread Group 1-8,text,true,,112273,117,100,100,508,0,116
1516734368343,599,HTTP Request,200,OK,Thread Group 1-47,text,true,,112264,117,100,100,442,0,102
1516734368350,613,HTTP Request,200,OK,Thread Group 1-53,text,true,,112271,117,100,100,456,0,101
1516734368358,621,HTTP Request,200,OK,Thread Group 1-44,text,true,,112264,117,100,100,446,0,109
1516734368348,633,HTTP Request,200,OK,Thread Group 1-24,text,true,,112266,117,100,100,466,0,111
1516734368365,616,HTTP Request,200,OK,Thread Group 1-10,text,true,,112273,117,100,100,451,0,106
1516734368349,633,HTTP Request,200,OK,Thread Group 1-37,text,true,,112266,117,100,100,463,0,111
1516734368341,643,HTTP Request,200,OK,Thread Group 1-22,text,true,,112273,117,100,100,478,0,106
1516734368357,645,HTTP Request,200,OK,Thread Group 1-26,text,true,,112271,117,100,100,489,0,102
1516734368362,642,HTTP Request,200,OK,Thread Group 1-2,text,true,,112273,117,100,100,475,0,109
1516734368499,638,HTTP Request,200,OK,Thread Group 1-50,text,true,,112273,117,100,100,472,0,106
1516734368543,613,HTTP Request,200,OK,Thread Group 1-70,text,true,,112265,117,100,100,441,0,102
1516734368493,664,HTTP Request,200,OK,Thread Group 1-32,text,true,,112272,117,100,100,480,0,106
1516734368359,806,HTTP Request,200,OK,Thread Group 1-42,text,true,,112273,117,100,100,439,0,105
1516734368493,676,HTTP Request,200,OK,Thread Group 1-39,text,true,,112272,117,100,100,493,0,104
1516734368362,812,HTTP Request,200,OK,Thread Group 1-41,text,true,,112273,117,100,100,459,0,103
1516734368543,636,HTTP Request,200,OK,Thread Group 1-61,text,true,,112273,117,100,100,472,0,107
1516734368495,687,HTTP Request,200,OK,Thread Group 1-19,text,true,,112273,117,100,100,494,0,108
1516734368538,645,HTTP Request,200,OK,Thread Group 1-74,text,true,,112273,117,100,100,487,0,104
1516734368361,830,HTTP Request,200,OK,Thread Group 1-30,text,true,,112273,117,100,100,462,0,106
1516734368564,628,HTTP Request,200,OK,Thread Group 1-31,text,true,,112273,117,100,100,448,0,105
1516734368339,854,HTTP Request,200,OK,Thread Group 1-43,text,true,,112266,117,100,100,457,0,112
1516734368361,834,HTTP Request,200,OK,Thread Group 1-21,text,true,,112266,117,100,100,455,0,108
1516734368510,688,HTTP Request,200,OK,Thread Group 1-56,text,true,,112273,117,100,100,489,0,112
1516734368382,850,HTTP Request,200,OK,Thread Group 1-27,text,true,,112273,117,100,100,687,0,105
1516734368353,1020,HTTP Request,200,OK,Thread Group 1-18,text,true,,112273,117,100,100,778,0,413
1516734368575,810,HTTP Request,200,OK,Thread Group 1-58,text,true,,112273,117,100,100,583,0,200
1516734368472,921,HTTP Request,200,OK,Thread Group 1-14,text,true,,112273,117,100,100,655,0,103
1516734368568,827,HTTP Request,200,OK,Thread Group 1-49,text,true,,112266,117,100,100,454,0,104
1516734368765,630,HTTP Request,200,OK,Thread Group 1-5,text,true,,112264,117,100,100,452,0,107
1516734368640,755,HTTP Request,200,OK,Thread Group 1-72,text,true,,112273,117,100,100,530,0,184
1516734368772,625,HTTP Request,200,OK,Thread Group 1-68,text,true,,112266,117,100,100,443,0,109
1516734368641,765,HTTP Request,200,OK,Thread Group 1-64,text,true,,112273,117,100,100,560,0,185
1516734368844,608,HTTP Request,200,OK,Thread Group 1-20,text,true,,112272,117,100,100,543,0,101
1516734368801,656,HTTP Request,200,OK,Thread Group 1-82,text,true,,112272,117,100,100,442,0,101
1516734368844,621,HTTP Request,200,OK,Thread Group 1-96,text,true,,112273,117,100,100,533,0,106
1516734368788,706,HTTP Request,200,OK,Thread Group 1-75,text,true,,112273,117,100,100,447,0,100
1516734368770,727,HTTP Request,200,OK,Thread Group 1-45,text,true,,112266,117,100,100,467,0,105
1516734368872,632,HTTP Request,200,OK,Thread Group 1-16,text,true,,112273,117,100,100,503,0,106
1516734368858,653,HTTP Request,200,OK,Thread Group 1-55,text,true,,112271,117,100,100,519,0,102
1516734368854,653,HTTP Request,200,OK,Thread Group 1-7,text,true,,112273,117,100,100,521,0,103
1516734368896,627,HTTP Request,200,OK,Thread Group 1-99,text,true,,112272,117,100,100,477,0,103
1516734368858,666,HTTP Request,200,OK,Thread Group 1-69,text,true,,112271,117,100,100,517,0,113
